main_category,subcategory,title,author,url,source
Social Sciences & Society,Psychiatry/Psychology,"Studies in the Psychology of Sex, Volume 2",Havelock Ellis,https://www.gutenberg.org/ebooks/13611,gutenberg
Social Sciences & Society,Psychiatry/Psychology,"Studies in the Psychology of Sex, Volume 3",Havelock Ellis,https://www.gutenberg.org/ebooks/13612,gutenberg
Social Sciences & Society,Psychiatry/Psychology,"Studies in the Psychology of Sex, Volume 4",Havelock Ellis,https://www.gutenberg.org/ebooks/13613,gutenberg
History,History - European,Sult,Knut Hamsun,https://openlibrary.org/works/OL573193W,openlibrary
History,History - Religious,Summa Theologica,"Thomas Aquinas, Kennedy, Daniel Joseph, 1862-1930",https://openlibrary.org/works/OL15314568W,openlibrary
Lifestyle & Hobbies,Sports/Hobbies,Super Mario,Jeff Ryan,https://openlibrary.org/works/OL16116640W,openlibrary
Science & Technology,Science - Earth/Agricultural/Farming,Sustainable Food Security In The Era Of Local And Global Environmental Change,Mohamed Behnassi,https://openlibrary.org/works/OL17587539W,openlibrary
Science & Technology,Science - Earth/Agricultural/Farming,Sustainable Food Systems,Robert Biel,https://openlibrary.org/works/OL20931868W,openlibrary
Social Sciences & Society,Old Age & the Elderly,"Tales from Rhapsody Home, or, What they don't tell you about senior living",John Gould,https://openlibrary.org/works/OL1483923W,openlibrary
Literature,Literature - Other,Tao te Ching,"老子, James Legge, Gia-Fu Feng, Stacie Mallinson, Jeff Mallinson, Peter Kang, John Minford, Stephen Mitchell",https://openlibrary.org/works/OL45499W,openlibrary
Education & Reference,Journals,Teaching Through the Storm,Karen Hale Hankins,https://openlibrary.org/works/OL9228468W,openlibrary
Social Sciences & Society,Psychiatry/Psychology,Ten days in a mad-house,"Nellie Bly, Nellie Bly, BookCaps",https://openlibrary.org/works/OL16915826W,openlibrary
Literature,American Literature,Tender is the Night,F. Scott Fitzgerald,https://openlibrary.org/works/OL468485W,openlibrary
Social Sciences & Society,Gender & Sexuality Studies,Testosterone rex,"Cordelia Fine, Cat Gould, Ana Pedrero Verge",https://openlibrary.org/works/OL20047488W,openlibrary
Lifestyle & Hobbies,Sports/Hobbies,Texas Fossils: An Amateur Collector's Handbook,William Henry Matthews,https://www.gutenberg.org/ebooks/56315,gutenberg
Arts & Culture,Fashion,Textile Fabrics,Daniel Rock,https://www.gutenberg.org/ebooks/66172,gutenberg
Arts & Culture,Fashion,Textiles and Clothing,Kate Heintz Watson,https://www.gutenberg.org/ebooks/21534,gutenberg
Social Sciences & Society,Old Age & the Elderly,The Abuse of Care in Residential Institutions,Roger Clough,https://openlibrary.org/works/OL4442097W,openlibrary
Literature,British Literature,The Adventures of Ferdinand Count Fathom — Complete,T. Smollett,https://www.gutenberg.org/ebooks/6761,gutenberg
Literature,British Literature,The Adventures of Roderick Random,T. Smollett,https://www.gutenberg.org/ebooks/4085,gutenberg
Literature,"Crime, Thrillers & Mystery",The Adventures of Sherlock Holmes,Arthur Conan Doyle,https://www.gutenberg.org/ebooks/1661,gutenberg
Literature,"Crime, Thrillers & Mystery",The Adventures of Sherlock Holmes [12 stories],Arthur Conan Doyle,https://openlibrary.org/works/OL262421W,openlibrary
Literature,Literature - Other,The Adventures of Tom Sawyer,Mark Twain,https://openlibrary.org/works/OL53919W,openlibrary
Literature,American Literature,"The Adventures of Tom Sawyer, Complete",Mark Twain,https://www.gutenberg.org/ebooks/74,gutenberg
Literature,Classics of Literature,The Age of Innocence,Edith Wharton,https://openlibrary.org/works/OL98491W,openlibrary
Social Sciences & Society,Old Age & the Elderly,Theaging experience,"Jennie Keith, Christine L. Fry, Anthony P. Glascock, Charlotte Ikels, Jeanette Dickerson-Putman, Henry C. Harpending, Patricia Draper",https://openlibrary.org/works/OL19296125W,openlibrary
History,History - Other,The Alexiad,"Anna Comnena, Athanasios Kambylis, Diether Reinsch, August Reifferscheid , Ludovicus Schopenus, Rossi",https://openlibrary.org/works/OL4193739W,openlibrary
Arts & Culture,Fashion,The American Gentleman's Guide to Politeness and Fashion,Margaret C. Conkling,https://www.gutenberg.org/ebooks/39005,gutenberg
Lifestyle & Hobbies,Sports/Hobbies,The American Girl's Handy Book,"Lina Beard, Adelia Beard",https://openlibrary.org/works/OL1794792W,openlibrary
Education & Reference,Reports & Conference Proceedings,"The American Missionary — Volume 32, No. 02, February, 1878",Various,https://www.gutenberg.org/ebooks/53065,gutenberg
Education & Reference,Reports & Conference Proceedings,"The American Missionary — Volume 42, No. 03, March, 1888",Various,https://www.gutenberg.org/ebooks/11764,gutenberg
Education & Reference,Reports & Conference Proceedings,"The American Missionary — Volume 43, No. 05, May, 1889",Various,https://www.gutenberg.org/ebooks/16118,gutenberg
Education & Reference,Reports & Conference Proceedings,"The American Missionary — Volume 49, No. 03, March, 1895",Various,https://www.gutenberg.org/ebooks/15887,gutenberg
Education & Reference,Reports & Conference Proceedings,"The American Missionary — Volume 50, No. 09, September, 1896",Various,https://www.gutenberg.org/ebooks/25906,gutenberg
History,History - Other,The American Occupation of the Philippines 1898-1912,James H. Blount,https://www.gutenberg.org/ebooks/36542,gutenberg
History,History - Ancient,"The Anabasis of Alexander : or, The history of the wars and conquests of Alexander the Great",Arrian,https://www.gutenberg.org/ebooks/46976,gutenberg
Social Sciences & Society,Psychiatry/Psychology,The Anatomy of Melancholy,Robert Burton,https://www.gutenberg.org/ebooks/10800,gutenberg
Social Sciences & Society,Law & Criminology,The anatomy of violence,Adrian Raine,https://openlibrary.org/works/OL19967595W,openlibrary
Science & Technology,Science - Earth/Agricultural/Farming,"The Andes and the Amazon; Or, Across the Continent of South America",James Orton,https://www.gutenberg.org/ebooks/19209,gutenberg
Religion & Philosophy,Religion/Spirituality,The Antichrist,Friedrich Wilhelm Nietzsche,https://www.gutenberg.org/ebooks/19322,gutenberg
Arts & Culture,Architecture,"The Antiquarian Magazine & Bibliographer; Vol. 4, July-Dec 1884",Various,https://www.gutenberg.org/ebooks/52641,gutenberg
History,History - Religious,The Apostolic Tradition of Hippolytus,Antipope Hippolytus,https://www.gutenberg.org/ebooks/61614,gutenberg
Social Sciences & Society,Gender & Sexuality Studies,The Argonauts,Maggie Nelson,https://openlibrary.org/works/OL19999589W,openlibrary
History,History - Royalty,The Aristocracy of London: Part I: Kensington,Anonymous,https://www.gutenberg.org/ebooks/42385,gutenberg
Social Sciences & Society,Law & Criminology,The Art of Cross-Examination,Francis L. Wellman,https://www.gutenberg.org/ebooks/40781,gutenberg
Arts & Culture,Music,"The art of music, Vol. 04 (of 14) : Music in America",,https://www.gutenberg.org/ebooks/72599,gutenberg
Arts & Culture,Music,"The art of music, Vol. 06 (of 14) : Choral and church music",Rossetter G. Cole,https://www.gutenberg.org/ebooks/76594,gutenberg
History,History - Ancient,The Art of War,active 6th century B.C. Sunzi,https://www.gutenberg.org/ebooks/132,gutenberg
Literature,Literature - Other,The Art of War,"孙武, Sun Tzu",https://openlibrary.org/works/OL244537W,openlibrary
Lifestyle & Hobbies,Sports/Hobbies,The arts of sport and recreation,Derek Stanford,https://openlibrary.org/works/OL4902450W,openlibrary
Education & Reference,Journals,"The Atlantic Monthly, Volume 16, No. 97, November, 1865",Various,https://www.gutenberg.org/ebooks/20088,gutenberg
Education & Reference,Journals,"The Atlantic Monthly, Volume 17, No. 101, March, 1866",Various,https://www.gutenberg.org/ebooks/21288,gutenberg
Arts & Culture,Architecture,"The Attic theatre : a description of the stage and theatre of the Athenians, and of the dramatic performances at Athens",A. E. Haigh,https://www.gutenberg.org/ebooks/76555,gutenberg
Arts & Culture,"Essays, Letters & Speeches",The Authoress of the Odyssey,Samuel Butler,https://www.gutenberg.org/ebooks/49324,gutenberg
Literature,Biographies,The Autobiography of Benjamin Franklin,Benjamin Franklin,https://openlibrary.org/works/OL26492W,openlibrary
Literature,American Literature,The Awakening,Kate Chopin,https://openlibrary.org/works/OL65430W,openlibrary
Literature,Classics of Literature,"The Awakening, and Selected Short Stories",Kate Chopin,https://www.gutenberg.org/ebooks/160,gutenberg
Health & Medicine,Nutrition,The Bacillus of Long Life,Loudon M. Douglas,https://www.gutenberg.org/ebooks/31691,gutenberg
History,History - Other,The Barrack-Room Ballads of Rudyard Kipling,Rudyard Kipling,https://openlibrary.org/works/OL19992W,openlibrary
Health & Medicine,Drugs/Alcohol/Pharmacology,The bases of addiction,Dahlem Workshop on the Bases of Addiction,https://openlibrary.org/works/OL13570825W,openlibrary
Arts & Culture,"Essays, Letters & Speeches","The Battle of the Books, and other Short Pieces",Jonathan Swift,https://www.gutenberg.org/ebooks/623,gutenberg
Literature,American Literature,The Beautiful and Damned,F. Scott Fitzgerald,https://www.gutenberg.org/ebooks/9830,gutenberg
Literature,Literature - Other,The Bed-Book of Happiness,Harold Begbie,https://www.gutenberg.org/ebooks/13457,gutenberg
Literature,American Literature,The Bell Jar,Sylvia Plath,https://openlibrary.org/works/OL1865528W,openlibrary
Literature,American Literature,The Best American Humorous Short Stories,,https://www.gutenberg.org/ebooks/10947,gutenberg
Lifestyle & Hobbies,Sports/Hobbies,The big book of plants,"John Stringer, John Stringer",https://openlibrary.org/works/OL12073391W,openlibrary
Literature,"Crime, Thrillers & Mystery",The Big Four,Agatha Christie,https://openlibrary.org/works/OL471947W,openlibrary
Lifestyle & Hobbies,Sports/Hobbies,"The blue book of chess : teaching the rudiments of the game, and giving an analysis of all the recognized openings",Howard Staunton,https://www.gutenberg.org/ebooks/16377,gutenberg
Literature,Novels,The Blue Castle: a novel,L. M. Montgomery,https://www.gutenberg.org/ebooks/67979,gutenberg
Literature,Novels,The Bluest Eye,Toni Morrison,https://openlibrary.org/works/OL50565W,openlibrary
Science & Technology,Science - Earth/Agricultural/Farming,The Book of the Damned,Charles Fort,https://www.gutenberg.org/ebooks/22472,gutenberg
Religion & Philosophy,Religion/Spirituality,The Book of the Dead,"E. A. Wallis Budge, David Lorimer, Foy Scalf, Paul Mirecki",https://openlibrary.org/works/OL7973699W,openlibrary
Lifestyle & Hobbies,Sports/Hobbies,The Book of Wizard Craft,"Janice Eaton Kilby, Deborah Morgenthal, Terry Taylor",https://openlibrary.org/works/OL5962699W,openlibrary
Science & Technology,Engineering & Technology,"The book of wonders : gives plain and simple answers to the thousands of everyday questions that are asked and which all should be able to, but cannot answer...",,https://www.gutenberg.org/ebooks/75948,gutenberg
Health & Medicine,Nutrition,The Boston cooking-school cook book,Fannie Merritt Farmer,https://www.gutenberg.org/ebooks/65061,gutenberg
Science & Technology,Engineering & Technology,The Boy Electrician,Alfred Powell Morgan,https://www.gutenberg.org/ebooks/63207,gutenberg
Lifestyle & Hobbies,Sports/Hobbies,"The Boy Mechanic, Volume 1: 700 Things for Boys to Do",,https://www.gutenberg.org/ebooks/12655,gutenberg
Science & Technology,Engineering & Technology,The Boy Who Harnessed the Wind,"William Kamkwamba, Bryan Mealer, Korey Jackson",https://openlibrary.org/works/OL15190422W,openlibrary
Literature,Novels,The Brothers Karamazov,Fyodor Dostoyevsky,https://www.gutenberg.org/ebooks/28054,gutenberg
Education & Reference,Journals,The Burlington magazine : for connoisseurs. vol. II—June to August,,https://www.gutenberg.org/ebooks/70374,gutenberg
Health & Medicine,Nutrition,The Business of Being a Housewife,Leona A. Malek,https://www.gutenberg.org/ebooks/52716,gutenberg
Arts & Culture,Architecture,The Caine mutiny,Herman Wouk,https://openlibrary.org/works/OL729088W,openlibrary
Literature,American Literature,The call of the wild,Jack London,https://www.gutenberg.org/ebooks/215,gutenberg
Health & Medicine,Nutrition,The care and feeding of children,"Holt, L. Emmett, L. Emmett Holt, Luther Emmett Holt, Luther Emmett Holt",https://openlibrary.org/works/OL15230140W,openlibrary
Health & Medicine,Nutrition,The Care and Feeding of Children,L. Emmett Holt,https://www.gutenberg.org/ebooks/15484,gutenberg
Education & Reference,Journals,The Care and Taming of a Rogue,Suzanne Enoch,https://openlibrary.org/works/OL14906076W,openlibrary
Literature,British Literature,The Castle of Otranto,Horace Walpole,https://openlibrary.org/works/OL183675W,openlibrary
Arts & Culture,Fashion,The Celebutantes,Antonio Pagliarulo,https://openlibrary.org/works/OL5839733W,openlibrary
Health & Medicine,Nutrition,The Chemistry of Food and Nutrition,A. W. Duncan,https://www.gutenberg.org/ebooks/15237,gutenberg
Arts & Culture,Architecture,"The Churches of Paris, from Clovis to Charles X",Sophia Beale,https://www.gutenberg.org/ebooks/39989,gutenberg
Literature,Novels,The city boy,Herman Wouk,https://openlibrary.org/works/OL729138W,openlibrary
Lifestyle & Hobbies,Sports/Hobbies,The Clicking of Cuthbert,P. G. Wodehouse,https://www.gutenberg.org/ebooks/7028,gutenberg
Science & Technology,Science - Earth/Agricultural/Farming,The Commercial Products of the Vegetable Kingdom,P. L. Simmonds,https://www.gutenberg.org/ebooks/15191,gutenberg
Social Sciences & Society,Law & Criminology,The Common Law,Oliver Wendell Holmes,https://www.gutenberg.org/ebooks/2449,gutenberg
Social Sciences & Society,Politics,The Communist Manifesto,Karl Marx and Friedrich Engels,https://www.gutenberg.org/ebooks/61,gutenberg
Arts & Culture,Music,The Complete Plays of Gilbert and Sullivan,W. S. Gilbert and Arthur Sullivan,https://www.gutenberg.org/ebooks/808,gutenberg
Literature,British Literature,The Complete Works of William Shakespeare,William Shakespeare,https://www.gutenberg.org/ebooks/100,gutenberg
Religion & Philosophy,Religion/Spirituality,The Confessions of St. Augustine,Bishop of Hippo Saint Augustine,https://www.gutenberg.org/ebooks/3296,gutenberg
History,History - Royalty,The Constant Princess,Philippa Gregory,https://openlibrary.org/works/OL59923W,openlibrary
Health & Medicine,Nutrition,The Cook's Oracle; and Housekeeper's Manual,William Kitchiner,https://www.gutenberg.org/ebooks/28681,gutenberg
Arts & Culture,Fashion,The corset and the crinoline : A book of modes and costumes from remote periods to the present time,William Barry Lord,https://www.gutenberg.org/ebooks/53267,gutenberg
Literature,Novels,The Count of Monte Cristo,Alexandre Dumas and Auguste Maquet,https://www.gutenberg.org/ebooks/1184,gutenberg
History,History - European,The Criminal Prosecution and Capital Punishment of Animals,E. P. Evans,https://www.gutenberg.org/ebooks/43286,gutenberg
Arts & Culture,Architecture,The crown of wild olive,John Ruskin,https://openlibrary.org/works/OL15928356W,openlibrary
Literature,"Crime, Thrillers & Mystery",The Da Vinci Code,Dan Brown,https://openlibrary.org/works/OL76837W,openlibrary
Social Sciences & Society,Politics,The Declaration of Independence of the United States of America,Thomas Jefferson,https://www.gutenberg.org/ebooks/1,gutenberg
Social Sciences & Society,Old Age & the Elderly,The Dependent elderly,Luke Gormally,https://openlibrary.org/works/OL19606221W,openlibrary
Literature,Literature - Other,The Development of the Feeling for Nature in the Middle Ages and Modern Times,Alfred Biese,https://www.gutenberg.org/ebooks/13814,gutenberg
Literature,American Literature,The Devil's Dictionary,Ambrose Bierce,https://openlibrary.org/works/OL7973273W,openlibrary
Literature,Literature - Other,The Dispossessed,Ursula K. Le Guin,https://openlibrary.org/works/OL59863W,openlibrary
Lifestyle & Hobbies,Sports/Hobbies,The do-it-better book,Shari Lewis,https://openlibrary.org/works/OL3068825W,openlibrary
Religion & Philosophy,Religion/Spirituality,"The Doré Bible Gallery, Complete",,https://www.gutenberg.org/ebooks/8710,gutenberg
Social Sciences & Society,Politics,The Economic Consequences of the Peace,John Maynard Keynes,https://www.gutenberg.org/ebooks/15776,gutenberg
Health & Medicine,Drugs/Alcohol/Pharmacology,The effects of alcohol and some other drugs during normal and fatigued conditions,"McDougall, William",https://openlibrary.org/works/OL39240786W,openlibrary
History,History - Ancient,The Egyptian Book of the dead,,https://www.gutenberg.org/ebooks/69566,gutenberg
Education & Reference,Teaching & Education,The Elements of Style,"William Strunk, Jr., E. B. White, William Strunk Jr., Roger Angell, Strunk, William, Jr.",https://openlibrary.org/works/OL38285W,openlibrary
Literature,British Literature,The Enchanted April,Elizabeth Von Arnim,https://www.gutenberg.org/ebooks/16389,gutenberg
Arts & Culture,"Essays, Letters & Speeches",The Erotic Motive in Literature,Albert Mordell,https://www.gutenberg.org/ebooks/56779,gutenberg
Science & Technology,Science - Earth/Agricultural/Farming,The Eruption of Vesuvius in 1872,Luigi Palmieri,https://www.gutenberg.org/ebooks/33483,gutenberg
Health & Medicine,Nutrition,The Ethics of Diet,Howard Williams,https://www.gutenberg.org/ebooks/55785,gutenberg
Religion & Philosophy,Religion/Spirituality,The Everlasting Man,Gilbert Keith Chesterton,https://openlibrary.org/works/OL76474W,openlibrary
Arts & Culture,Fashion,The Evolution of Fashion,Florence Mary Gardiner,https://www.gutenberg.org/ebooks/34845,gutenberg
Social Sciences & Society,Psychiatry/Psychology,The Evolution of Love,Emil Lucka,https://www.gutenberg.org/ebooks/17699,gutenberg
Arts & Culture,"Essays, Letters & Speeches",The Expedition of Humphry Clinker,T. Smollett,https://www.gutenberg.org/ebooks/2160,gutenberg
Literature,"Crime, Thrillers & Mystery","The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar",Maurice Leblanc,https://www.gutenberg.org/ebooks/6133,gutenberg
Literature,American Literature,The Eyes Have It,Philip K. Dick,https://www.gutenberg.org/ebooks/31516,gutenberg
History,Archaeology & Anthropology,The Fairy-Faith in Celtic Countries,W. Y. Evans-Wentz,https://www.gutenberg.org/ebooks/34853,gutenberg
Health & Medicine,Nutrition,The Fasting Cure,Upton Sinclair,https://www.gutenberg.org/ebooks/63293,gutenberg
Literature,Literature - Other,"The Federalist, or, The New Constitution","Alexander Hamilton, James Madison, John Jay",https://openlibrary.org/works/OL284420W,openlibrary
Social Sciences & Society,Politics,The Federalist Papers,"Alexander Hamilton, James Madison, and John Jay",https://www.gutenberg.org/ebooks/1404,gutenberg
Literature,"Crime, Thrillers & Mystery",The Firm,John Grisham,https://openlibrary.org/works/OL76972W,openlibrary
Health & Medicine,Nutrition,The Food of the Gods,Brandon Head,https://www.gutenberg.org/ebooks/16035,gutenberg
Literature,British Literature,The food of the gods and how it came to earth,H. G. Wells,https://openlibrary.org/works/OL52195W,openlibrary
History,History - Royalty,The French Revolution: A History,Thomas Carlyle,https://www.gutenberg.org/ebooks/1301,gutenberg
History,History - Religious,The Friars in the Philippines,Ambrose Coleman,https://www.gutenberg.org/ebooks/36438,gutenberg
Education & Reference,Reports & Conference Proceedings,The Future role of business in society,Lillian W. Kay,https://openlibrary.org/works/OL19501466W,openlibrary
Literature,American Literature,The Gift of the Magi,O. Henry,https://www.gutenberg.org/ebooks/7256,gutenberg
Literature,Novels,The Giver,Lois Lowry,https://openlibrary.org/works/OL1846076W,openlibrary
History,History - Other,The Glories of Ireland,,https://www.gutenberg.org/ebooks/12111,gutenberg
History,History - Religious,"The God-Idea of the Ancients; Or, Sex in Religion",Eliza Burt Gamble,https://www.gutenberg.org/ebooks/639,gutenberg
History,Archaeology & Anthropology,The Golden Bough: A Study in Comparative Religion (Vol. 1 of 2),James George Frazer,https://www.gutenberg.org/ebooks/41082,gutenberg
History,Archaeology & Anthropology,The Golden Bough: A Study of Magic and Religion,James George Frazer,https://www.gutenberg.org/ebooks/3623,gutenberg
History,History - Royalty,The Goldsmith's Wife,Victoria Holt,https://openlibrary.org/works/OL3453364W,openlibrary
Religion & Philosophy,Religion/Spirituality,The Grand Inquisitor,Fyodor Dostoyevsky,https://www.gutenberg.org/ebooks/8578,gutenberg
Health & Medicine,Drugs/Alcohol/Pharmacology,The Great American Fraud,Samuel Hopkins Adams,https://www.gutenberg.org/ebooks/44325,gutenberg
Literature,American Literature,The Great Gatsby,F. Scott Fitzgerald,https://www.gutenberg.org/ebooks/64317,gutenberg
Health & Medicine,Nutrition,The great hunger,"Cecil Woodham Smith, Cecil W. Smith, Cecil Blanche Fitz Gerald Woodham Smith",https://openlibrary.org/works/OL273141W,openlibrary
Literature,"Crime, Thrillers & Mystery",The Green Mummy,Fergus Hume,https://www.gutenberg.org/ebooks/2868,gutenberg
Arts & Culture,Architecture,The Haciendas of Mexico: An Artist's Record,Paul Alexander Bartlett,https://www.gutenberg.org/ebooks/48053,gutenberg
Social Sciences & Society,Law & Criminology,The Hacker Crackdown: Law and Disorder on the Electronic Frontier,Bruce Sterling,https://www.gutenberg.org/ebooks/101,gutenberg
History,History - Religious,The Handmaid's Tale,Margaret Atwood,https://openlibrary.org/works/OL675783W,openlibrary
Literature,Novels,The Help,Kathryn Stockett,https://openlibrary.org/works/OL11999891W,openlibrary
Science & Technology,Science - Physics,The Higgs hunter's guide,"John F. Gunion, Sally Dawson, Howard E. Haber, Gordon Kane",https://openlibrary.org/works/OL18578582W,openlibrary
History,History - European,"The History of Cuba, vol. 2",Willis Fletcher Johnson,https://www.gutenberg.org/ebooks/37676,gutenberg
History,History - Other,"The History of Cuba, vol. 4",Willis Fletcher Johnson,https://www.gutenberg.org/ebooks/33848,gutenberg
History,History - Other,"The History of Cuba, vol. 5",Willis Fletcher Johnson,https://www.gutenberg.org/ebooks/41267,gutenberg
History,History - Ancient,The History of Herodotus — Volume 1,Herodotus,https://www.gutenberg.org/ebooks/2707,gutenberg
History,History - Other,"The history of magic : including a clear and precise exposition of its procedure, its rites and its mysteries",Éliphas Lévi,https://www.gutenberg.org/ebooks/70033,gutenberg
History,History - Ancient,"The History of Prostitution: Its Extent, Causes, and Effects throughout the World",William W. Sanger,https://www.gutenberg.org/ebooks/41873,gutenberg
Science & Technology,Engineering & Technology,The history of steam navigation,John Kennedy,https://www.gutenberg.org/ebooks/70176,gutenberg
History,History - European,The History of the Decline and Fall of the Roman Empire,Edward Gibbon,https://www.gutenberg.org/ebooks/25717,gutenberg
History,History - Religious,The history of the great plague in London in the year 1665,Daniel Defoe,https://openlibrary.org/works/OL45109W,openlibrary
History,History - Religious,The History of the Inquisition of Spain from the Time of its Establishment to the Reign of Ferdinand VII.,Juan Antonio Llorente,https://www.gutenberg.org/ebooks/38354,gutenberg
History,History - Ancient,The History of the Peloponnesian War,Thucydides,https://www.gutenberg.org/ebooks/7142,gutenberg
History,History - Royalty,The History of the Prince of Wales' Civil Service Rifles,Anonymous,https://www.gutenberg.org/ebooks/51387,gutenberg
Social Sciences & Society,Gender & Sexuality Studies,"The History of Woman Suffrage, Volume IV",,https://www.gutenberg.org/ebooks/29870,gutenberg
Literature,Literature - Other,The Hitch Hiker's Guide to the Galaxy,Douglas Adams,https://openlibrary.org/works/OL2163649W,openlibrary
Science & Technology,Science - Earth/Agricultural/Farming,The Home of the Blizzard,Sir Douglas Mawson,https://www.gutenberg.org/ebooks/6137,gutenberg
Literature,"Crime, Thrillers & Mystery",The Hound of the Baskervilles,Arthur Conan Doyle,https://www.gutenberg.org/ebooks/2852,gutenberg
History,History - Royalty,The housekeeper's diary,Wendy Berry,https://openlibrary.org/works/OL3750934W,openlibrary
Literature,Classics of Literature,The House of Mirth,Edith Wharton,https://openlibrary.org/works/OL98587W,openlibrary
Literature,American Literature,The House of the Seven Gables,Nathaniel Hawthorne,https://openlibrary.org/works/OL455663W,openlibrary
Literature,"Crime, Thrillers & Mystery",The House on the Borderland,William Hope Hodgson,https://www.gutenberg.org/ebooks/10002,gutenberg
History,Archaeology & Anthropology,The human bone manual,"Tim D. White, Pieter Arend Folkens",https://openlibrary.org/works/OL16926822W,openlibrary
History,History - European,The Hunchback of Notre Dame,Victor Hugo,https://openlibrary.org/works/OL15202030W,openlibrary
Literature,Novels,The Hunger Games,Suzanne Collins,https://openlibrary.org/works/OL5735363W,openlibrary
Education & Reference,Teaching & Education,The Idea of a University Defined and Illustrated,John Henry Newman,https://www.gutenberg.org/ebooks/24526,gutenberg
Literature,Novels,The Idiot,Fyodor Dostoyevsky,https://www.gutenberg.org/ebooks/2638,gutenberg
History,History - Ancient,The Iliad,Homer,https://www.gutenberg.org/ebooks/2199,gutenberg
Literature,Classics of Literature,The Imaginary Invalid,Molière,https://www.gutenberg.org/ebooks/9070,gutenberg
Literature,British Literature,The Importance of Being Earnest,Oscar Wilde,https://openlibrary.org/works/OL27776452W,openlibrary
Education & Reference,Journals,The Indian Antiquary,"James Burgess, Richard Carnac Temple, John Faithfull Fleet, Royal Anthropological Institute of Great Britain and Ireland., Stephen Meredyth Edwardes, Charles Evelyn Arbuthnot William Oldham",https://openlibrary.org/works/OL16286082W,openlibrary
History,Archaeology & Anthropology,The Inhabitants of the Philippines,Frederic H. Sawyer,https://www.gutenberg.org/ebooks/38081,gutenberg
History,History - Religious,The inquisition in the Spanish dependencies,Henry Charles Lea,https://www.gutenberg.org/ebooks/68744,gutenberg
Social Sciences & Society,Law & Criminology,The Institutes of Justinian,,https://www.gutenberg.org/ebooks/5983,gutenberg
Social Sciences & Society,Politics,The intelligent woman's guide to socialism and capitalism,Bernard Shaw,https://www.gutenberg.org/ebooks/75859,gutenberg
Literature,Biographies,"The Interesting Narrative of the Life of Olaudah Equiano, Or Gustavus Vassa, The African",Olaudah Equiano,https://www.gutenberg.org/ebooks/15399,gutenberg
Education & Reference,Journals,"The International Monthly, Volume 2, No. 1, December, 1850",Various,https://www.gutenberg.org/ebooks/37872,gutenberg
Education & Reference,Journals,"The International Monthly, Volume 3, No. 1, April, 1851",Various,https://www.gutenberg.org/ebooks/25325,gutenberg
Education & Reference,Journals,"The International Monthly, Volume 3, No. 2, May, 1851",Various,https://www.gutenberg.org/ebooks/29246,gutenberg
Education & Reference,Journals,"The International Monthly, Volume 4, No. 3, October, 1851",Various,https://www.gutenberg.org/ebooks/36564,gutenberg
Lifestyle & Hobbies,Sports/Hobbies,"The International Roller Skating Guide, 1949-1950",Sam Finkelstein,https://openlibrary.org/works/OL43233692W,openlibrary
Social Sciences & Society,Psychiatry/Psychology,The Interpretation of Dreams,Sigmund Freud,https://www.gutenberg.org/ebooks/66048,gutenberg
Science & Technology,Engineering & Technology,"The inventions, researches and writings of Nikola Tesla",Thomas Commerford Martin,https://www.gutenberg.org/ebooks/39272,gutenberg
Education & Reference,Teaching & Education,The Invisible Man,H. G. Wells,https://openlibrary.org/works/OL52266W,openlibrary
Social Sciences & Society,Politics,The Iron Heel,Jack London,https://openlibrary.org/works/OL74502W,openlibrary
Literature,British Literature,The Jewel of Seven Stars,Bram Stoker,https://openlibrary.org/works/OL85891W,openlibrary
Religion & Philosophy,Religion/Spirituality,The Jewish State,Theodor Herzl,https://www.gutenberg.org/ebooks/25282,gutenberg
Education & Reference,Journals,"The journal and biography of Nicholas Collin, 1746-1831",Nicholas Collin,https://openlibrary.org/works/OL11100401W,openlibrary
Education & Reference,Journals,The journal of Elias Hicks,Elias Hicks,https://openlibrary.org/works/OL18562956W,openlibrary
Education & Reference,Journals,The Journal of John Woolman and a Plea for the Poor,John Woolman,https://openlibrary.org/works/OL75378W,openlibrary
Education & Reference,Reports & Conference Proceedings,"The Journal of Negro History, Volume 5, 1920",Various,https://www.gutenberg.org/ebooks/23200,gutenberg
Education & Reference,Reports & Conference Proceedings,"The journal of the American-Irish Historical Society, Vol. IV, 1904",Various,https://www.gutenberg.org/ebooks/61687,gutenberg
Education & Reference,Reports & Conference Proceedings,"The journal of the American-Irish Historical Society, Vol. IX, 1910",Various,https://www.gutenberg.org/ebooks/74979,gutenberg
Education & Reference,Reports & Conference Proceedings,"The journal of the American-Irish Historical Society, Vol. V, 1905",Various,https://www.gutenberg.org/ebooks/61037,gutenberg
Education & Reference,Reports & Conference Proceedings,"The journal of the American-Irish Historical Society, Vol. VI, 1906",Various,https://www.gutenberg.org/ebooks/63039,gutenberg
Education & Reference,Journals,"The journal of the American-Irish Historical Society, Vol. VIII, 1909",Various,https://www.gutenberg.org/ebooks/74099,gutenberg
Social Sciences & Society,Politics,The Jungle,Upton Sinclair,https://openlibrary.org/works/OL114967W,openlibrary
Literature,"Crime, Thrillers & Mystery",The King in Yellow,Robert W. Chambers,https://www.gutenberg.org/ebooks/8492,gutenberg
Religion & Philosophy,Religion/Spirituality,The King James Version of the Bible,,https://www.gutenberg.org/ebooks/10,gutenberg
